HMDB,Name,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,TF,TF,TF,TF,TF,TF,TF
HMDB11745,N-Acetylmethionine,776935.047,2318850.972,440053.686,1250623.329,1071929.7,599615.34,713278.995,707276.976,945603.207,171602.64,739699.416,453221.442,434870.733,239785.572,176676.72,370300.557,1292372.808,119986.635
HMDB00239,Pyridoxine/Norepinephrine-1,510074.37,561099.057,846063.849,534523.194,147734.883,594999.993,472754.379,1539281.886,413955.744,849911.739,814964.94,311938.545,698953.932,924204.828,523701.369,634092.273,3242762.427,446542.125
HMDB00759,Glycylleucine,5324880.663,6631841.544,5576459.196,6352438.461,3415785.816,5620642.782,8904066.24,4367831.37,4209430.716,5251389.582,3116601.78,9462311.862,6403953.243,6211234.212,4951782.858,8218168.815,6269489.856,3782957.073
HMDB06248,gama-L-glutamyl-L-alanine/5-L-Glutamyl-L-alanine-1,87029.241,47932.449,151792.521,37007.856,41556.393,40441.971,262989.081,97660.728,46148.055,50380.545,50229.513,181926.141,29554.317,110735.331,91618.698,41406.24,151320.708,206065.341
NA,C9H8O3(3),27594605.93,24803855.51,20104155.75,37071053.21,25451750.33,24768696.56,21887569.54,27246473.68,33379980.22,17594595.77,23656037.54,26763618.15,33551755.53,22770145.82,19985025.38,32098581.69,33287358.99,26437714.31
HMDB00068,Adrenaline/L-Normetanephrine,436592.826,411142.14,448142.454,455925.834,266748.243,242303.088,519371.913,479924.844,431904.405,613881.303,313959.003,264657.042,368576.151,439856.574,372187.11,538925.139,754188.687,323598.309
HMDB06348,pseudoecgonine/ecgonine,30543246.89,27460228.14,25873413.59,26544284.17,27375913.35,18601856.28,18570426.71,13236307.02,20363803.39,18322126.09,22545355.7,26434518.23,20384633.28,15346090.44,23025554.23,24341636.45,33269911.21,13527611.55
HMDB03375,limonene/(+)-alpha-pinene,310333.311,123437.58,378696.408,286908.816,179853.897,176820.933,146589.39,148440.255,252615.66,528461.862,473869.047,365827.974,282543.513,190266.039,324536.589,225034.56,320338.362,217407.978
HMDB00197,indole-3-acetate/(5-hydroxyindol-3-yl)acetaldehyde,148202.151,200586.117,265151.268,531387.681,68837.301,101039.835,246545.313,190283.826,231149.628,285178.401,159431.634,132781.104,125120.25,181247.58,133207.167,143085.321,499172.343,81448.677
HMDB42012,(-)-Salsolinol/NN-dimethyldopaminequinone-1,36343.257,156653.436,293185.452,159213.897,47576.817,44925.543,15048,247360.962,22298.229,122357.526,1551178.395,145715.598,166198.566,98776.839,154433.58,337477.962,34448.52,27280.314
HMDB00881,Xanthurenic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB00684,L-kynurenine/Formyl-5-hydroxykynurenamine,52868501.52,83876792.55,58088851.07,61290183.41,41580720.63,38257156.23,75708311.18,43125269.18,39379812.01,36019056.98,54389083.47,67942163.93,53200786.32,60611705.34,49257919.58,68226831.58,64102272.47,35788428.83
HMDB29738,Methyindole-3-Acetate,4234327.572,4666613.763,4396349.922,5129616.588,4107533.292,4706185.503,5544616.374,4185004.527,6135267.3,4167100.887,5097392.904,6866439.768,4578080.058,4673550.666,5148190.317,5609289.165,6513708.963,5201753.064
HMDB00252,sphingosine/(2S)-1-hydroxy-3-oxooctadecan-2-aminium,495380.64,878886.48,671093.436,987899.037,243150.9,335530.452,906709.461,524100.768,866498.313,499688.061,1587919.347,140492.226,145478.964,187870.677,920452.869,934604.736,720191.37,317659.515
NA,3-oxo-10(R)-hydroxy-octadeca-6E8E12Z-trienoate/3-oxo-10(S)-hydroxy-octadeca-6E8E12Z-trienoate,360097.797,152852.628,278414.196,226142.016,117219.399,237178.614,247633.296,273908.907,378301.329,500646.489,522117.036,288858.459,221418.636,411419.103,268060.482,416015.991,507800.049,266289.426
NA,C18H32O4(3),630597.597,257489.871,474445.758,398981.745,266597.793,600992.211,214765.191,680675.847,644295.624,801068.211,1751574.117,514233.498,653549.979,339589.38,375792.567,298538.697,686157.366,356702.661
NA,C20H28O(5),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,C20H30O(4),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,C20H28O2(7),76909.68,204737.694,40478.022,41780.817,7014.99,275478.855,566126.664,165120.006,504809.376,476217.675,120746.745,8229.897,8428.362,621842.964,484058.847,273497.889,4406663.1,985154.52
NA,C20H32O6(8),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB04083,4-(2-amino-3-hydroxyphenyl)-4-oxobutanoic acid O-glucoside,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,C27H44O2(5),583021.737,28607.982,357561.192,87713.226,63647.235,9783.648,4965.714,57962.526,101846.301,108146.82,126195.723,101209.563,156717.291,12387.597,89841.135,14940.516,79858.584,41851.935
NA,C27H46O2(5),0,0,0,4461.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,C27H44O3(5),369651.705,74419.53,166237.101,119684.805,83483.022,67033.653,124831.134,111844.782,104200.212,185793.777,122514.507,169135.506,161248.791,64921.698,99242.718,55206.618,107645.352,111572.52
NA,C27H42O4(3),1931496.045,106402.02,1085211.792,889813.752,699685.977,370255.932,936035.319,640967.508,669429.711,497375.64,605914.326,853976.619,1319016.885,688384.026,420746.4,337623.927,718221.822,901608.633
HMDB00655,5beta-cholestane-3alpha-7alpha-12alpha-25-tetrol/5beta-cholestane-3alpha-7alpha-12alpha-26-tetrol,408518.526,138267.759,236764.899,237621.594,164768.16,175594.8,117674.817,148461.273,346061.532,316135.422,266982.822,334983,243920.652,110882.355,273714.399,134545.551,179983.161,96263.745
HMDB04225,5-guanidino-2-oxopentanoic acid,2029900.992,1842255.348,2959437.315,3614538.33,4075871.928,3577102.026,1557600.519,2506706.616,1690709.211,1596938.178,3487577.799,2801065.146,3632325.486,2113786.176,2393678.607,2389541.784,1759392.123,4369409.844
HMDB06236,phenylacetaldehyde,934135.53,1060410.402,645997.704,1250567.694,799677.756,730474.638,809751.051,1273630.524,1097101.032,692597.112,785742.57,801949.755,1198773.663,805164.585,681765.231,1097676.825,1173890.67,991937.646
HMDB00187,L-serine,157667386,104264138.9,77471411.39,155563346.2,139575736.6,88683514.07,137448235.7,122284302.5,178755449.6,167402056.1,172799315.4,101762561.8,91607354.92,105012194.9,137602591.5,139477635.6,165294357.1,104604188.2
HMDB00574,L-cysteine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB00192,Cystine,198388528.2,151880309.3,128958785.6,182355534.3,102620105.2,126979762.3,236466343.9,148115625.7,105098753.1,85223620.92,107643896.7,185180737,148216804.3,172116479,150931295.7,192789610.1,15391138.36,88757648
HMDB00092,NN-dimethylglycine,85407293.85,101873214.1,84123320.05,106167519.8,93705052.04,69612394.04,83280014.68,85344704.24,108876276.5,76476178.44,34450282.27,73460252.94,80302547.68,91934162.3,69200322.8,93823377.96,84142148.26,58584312.56
HMDB00168,L-asparagine,139058249.5,136155073.3,134880652.5,136856916.6,148503991,148509336,137873587.7,120402998.7,128062943,135439034.7,172254908.5,144668335.4,153813492.8,118207973.5,156098130.7,148529850,175398530.4,146269665.4
HMDB00742,L-homocysteine,11833133.99,5332868.496,4936965.735,9536879.391,5548138.437,5667932.799,3527699.277,9705311.964,3638722.296,5090937.435,4583991.972,6330853.362,4993214.433,4616508.231,8564525.55,3975852.45,10087823.16,3537670.119
HMDB00097,choline,3336017075,4503457305,3638382263,3601523325,2241395116,2003874559,3921777751,2402539444,3576729692,5624246092,2474990545,1925810627,2506539807,3218385340,4439261821,3672273569,4045841899,1979780962
HMDB00696,L-methionine,175223172.3,180574998.3,119650175,255594225.2,228153872.5,170472174.3,132841644,121329043,173808005,141587889.9,162133614.2,151830405.4,228484323.6,168055184.5,165788990.8,216622258.5,156576569.8,119227040.4
HMDB00177,L-histidine,753218649.4,433519304,562298728.8,409056187.6,602060752.3,508186968.5,464885882.6,366277407.3,613636179.7,645371319.3,550743032.6,537492242.5,526951816.4,443131311.4,566377068.9,448889549.8,718783051.6,470278452.6
HMDB00159,L-Phenylalanine,1524252132,1747246041,1556471649,1892334632,1535735363,1629722151,1944670168,1540874123,2262590031,1547488136,1776927966,2435810892,1690258227,1664874491,1857875127,2033662070,2391058521,1766564893
HMDB00030,Biotin,0,119502.747,735632.709,0,54951.114,1107214.605,808935.885,121554.489,520508.154,0,137911.446,1281048.39,166596.588,187589.589,0,0,50284.584,0
HMDB00939,S-Adenosyl-L-Homocysteine,29816.397,27090.18,38026.755,310147.89,14084.109,30396.834,62499.645,126836.505,44386.962,14827.41,25218.765,254177.937,62204.541,212913.798,23492.781,128160.903,88185.681,161502.522
HMDB01185,S-adenosyl-L-methionine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB00244,Riboflavin,233928.897,320460.24,176979.465,835142.304,441254.601,168560.025,396653.643,365245.512,454178.946,351447.474,2789581.341,183656.628,147604.521,93398.706,307677.753,414981.384,371120.118,244859.577
HMDB00121,Folate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB01423,Coenzyme A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB00167,L-threonine,437664732.9,239022562.3,218910435.5,494550754.8,349712607.8,313521888.4,202035419.1,485170840,253692681.4,356962929.3,412190565,210960938.8,391727615,233436586.5,298178786,246799449.2,363186240.8,262290516.3
HMDB00043,glycine betaine,2955849054,2623764426,2851544095,3509833451,2705293889,2514497999,2030353214,2429376402,2930061100,2147208988,2335530058,2436857150,2616339533,2884713067,2029563591,2655354533,3031656143,1579644802
HMDB00641,L-glutamine,2798205777,1356613402,1989070049,1966659638,2112417179,2064323386,1200402630,1179916384,1705292673,1548280827,1899957581,1356249504,2004850670,1753993786,1549774610,1310529523,941390189.4,1400459271
HMDB00131,Glycerol,0,0,0,0,0,6608.511,0,0,8287.695,0,0,0,0,0,0,0,0,0
HMDB00158,L-tyrosine,419713696.3,364168062.5,301202519.8,545029642.3,376413528.4,344713784.8,294344467.8,403056772.5,495798539.4,259330106.5,329614343.7,369220316.7,500137580.8,339345563.8,302931055.3,431842202.6,482213403.6,388318737.5
HMDB00161,L-alanine,1107649509,762375677.8,866148606.5,821791023,757519876.2,449265267,704047136.6,872657566.5,845511805.2,702304254,449729760.8,458050860.3,928004282,697844725.6,995378356.6,547504436.8,855280041.5,647120691.6
HMDB00162,L-proline,2358144387,1970092544,2435313797,2454098897,2640794262,2183204960,2143502270,1530390829,3734564158,2766325234,2195451822,1869034976,2605055869,2065918476,2221149613,2626549436,3300774810,3800287845
HMDB00175,IMP,0,0,0,0,0,0,0,0,106848.24,0,0,0,12204.27,0,0,200172.129,0,0
HMDB00195,inosine,101718320.5,38864756.06,51619779.39,135483839.4,12918328.91,379479977.5,113076718.8,553525570.6,477287251.5,17504953.85,1112588728,6526249.83,77586343.07,142413726,456085050.8,196223600.6,1172496699,972697232.8
HMDB01206,acetyl-CoA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB01275, Propanoyl-CoA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB02009, crotonoyl-CoA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB01243, isobutyryl-CoA,0,17860.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB01113, Isovaleryl-CoA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB01175, malonyl-CoA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB01166, (S)-3-hydroxybutanoyl-CoA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB01022, Succinyl-CoA ,16177.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB01375, Hydroxymethylglutaryl-CoA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB00099,Cystathionine,893578.134,483671.058,379379.085,1049315.88,343316.148,352986.789,2682472.953,509604.399,224366.994,166755.447,180562.572,1297640.664,500133.345,746358.357,153178.311,425112.747,273989.595,891499.599
HMDB00050, adenosine ,1342782.252,441120.987,1263602.85,1514084.448,191461.416,802706.853,244214.862,403117.281,2256509.985,263473.875,420478.047,242979.39,19574562.02,740174.394,480404.532,7677141.687,487779.738,216215.265
HMDB00014,2-deoxycytidine,16393.44,150564.531,80107.038,37613.082,0,1234259.736,3193.203,453434.928,21594.048,16070.643,709897.128,1069265.604,101744.13,405758.469,5949.45,4125.069,13394.409,672256.227
HMDB00034,adenine,3669097.959,3850700.526,4012715.298,3180453.894,2951160.096,3212166.894,4728346.674,3132810.156,3536437.041,2966593.173,2749187.031,4094498.805,4088047.191,3494604.897,3517033.917,3868466.49,3728897.412,2742568.107
HMDB00132,Guanine,1356053.202,9478765.659,1774148.892,844928.862,1299535.773,11467577.96,2325553.581,22045509.97,1096891.794,1406818.911,29380548.83,7082246.958,1170502.221,1097590.83,2861199.669,4309348.731,1598392.785,36243445.73
HMDB00630,cytosine,4974920.949,3809244.606,2857469.688,2696547.522,2750463.609,5378454.939,5899795.935,4294154.559,7846634.268,4363197.231,3245424.888,5000459.766,3381858.813,3645443.679,2252681.619,3269133.456,3884169.555,6267992.202
HMDB00262,thymine/imidazol-4-ylacetate,554815.899,909380.355,754740.435,699496.203,547252.716,757778.076,614811.594,551545.89,1089653.421,1944283.635,2126740.938,1288132.104,557371.797,993296.979,372888.321,880487.637,1979327.775,1896386.949
HMDB00062,(R)-carnitine,5064575388,3560399973,3397752368,3233264006,3684728123,3343270972,1880387083,3948983643,2885075985,3717941844,2939406361,3944648979,2911534356,2682683125,4267374515,3370397505,3378506201,2566125246
HMDB00201,O-acetylcarnitine,1689232975,1678462629,1389835313,1352640573,965275005.8,811662201.5,1241020254,1655026692,1038855988,1148231550,416457078.9,1688881165,1039821925,1605936030,1908696140,1289301130,879827144.4,701234448.4
HMDB00824,propionyl-carnitine,39205687.26,26062412.47,32347187.68,78169480.76,39836481.86,55610189.17,38277106.66,37913086.67,38670000.06,40484541.45,18592850.54,65288750.81,56100609.52,31959879.33,35995888.17,109092026.4,34267137.72,13376685.61
HMDB02013,Butyryl Carnitine,140137242.5,91995871.88,71059022.17,198800470.5,55159123.86,81808665.82,97978707.43,114633137.2,58542579.55,66603445.46,21183828.26,290259374,52295899.26,197508703.9,111353041.1,158492312.5,94147045.88,101451037.8
HMDB13127,3-Hydroxybutyrylcarnitine,6079513.143,11010974.63,8023865.676,9846163.449,3900103.743,2273935.482,13616970.47,9125904.156,6416162.955,8503582.974,1174498.824,19947843.35,4342112.772,16042426.86,20061610.14,7348082.328,3519662.217,1907884.752
NA,Succinyl Carnitine,2621464.875,6078750.669,5298013.74,4932017.991,4140753.543,3286182.888,5839187.757,6138337.056,2800061.796,3516317.904,2739606.003,11698114.16,2853581.544,7790030.763,4630288.032,5928078.363,8919721.428,7353060.753
HMDB02366,tiglyl carnitine,10062936.99,6898832.943,4145106.072,5447555.253,4372770.72,5461495.959,9748930.29,5020676.265,4254592.551,5537427.435,1745233.506,13434433.25,6486506.415,15151924.03,3409381.683,5946282.6,4766957.244,3619285.671
NA,3-hydroxy-isovaleryl carnitine,2814457.5,4129318.59,7023712.077,3809792.331,4099024.617,3982395.579,6934568.055,3823597.521,2561837.49,5776610.982,3733114.284,10596992.46,4291938.927,4631395.173,2265122.943,2559532.941,4438022.322,2473180.341
HMDB13130,Glutaryl Carnitine,3942228.078,6657752.784,6050906.55,5839676.571,6020495.043,2353722.603,6969967.212,6978572.463,3701384.97,5847990.723,4581032.778,17328044.09,3988008.447,13958671.86,6476804.55,6217191.093,4983305.865,17652182.15
NA,octenoyl carnitine,109820392.7,98105994.35,42056732.35,79189626.13,21698936.87,46146676.62,99482784.71,50087225.03,87789897.98,81039999.07,10757398.63,128989457.7,43858852.05,149745770.3,59434580.84,64778602.57,87784985.82,17436930.53
HMDB00791,octanoyl carnitine/L-Octanoylcarnitine,12417116.21,35018280.19,18898474.39,20910236.36,20009928.44,8010143.694,16590344.46,26115837.59,11054567.17,14248814.89,3673427.613,24537996.56,10753676.72,76786910.72,32532950.59,15329255.97,13897729.35,5824140.276
NA,decenoyl carnitine,19536650.93,39686156.65,28115961.07,22337530.37,15138673.07,11341865.13,20192926.65,30506938.42,17156921.03,15101653.81,5853396.384,46196718.95,12493574.83,85927555.32,19198191.19,16461577.58,20132537.34,6564202.278
HMDB06210,decanoyl carnitine,11490078.66,38620455.59,20968911.17,18550743.53,15565973.99,6893672.679,15468452.43,25339637.17,11051963.12,13941488.3,3991662.627,24456848.71,12149754.96,79321571.06,27925365.14,18625889.14,10762458.97,6037461.273
HMDB13329,tetradecenoyl carnitine,594089.55,2600644.902,2266386.105,1000287.471,132853.722,286033.764,857585.151,1303384.341,481259.424,1266011.658,379826.307,474789.051,626408.838,1799908.359,424694.226,144495.63,708585.558,269998.551
NA,pendtadenoyl carnitine,647153.559,712218.069,329898.402,583635.717,139411.116,407895.081,262036.659,593297.253,336894.078,810521.061,129432.51,391165.71,668865.702,460982.355,338676.192,502577.076,327251.91,62784.654
HMDB00222,L-palmitoylcarnitine,17670263.04,22287250.51,10593563.13,14544145.03,5007286.866,7988941.935,11100302.09,11585135.94,9332156.538,22142262.17,7416752.754,6497300.124,9937362.228,15300438.4,10889438.24,12462926.7,9335632.068,7769515.047
HMDB13333,3-hydroxyhexadecenoylcarnitine,220838.178,253064.475,199874.262,182166.651,114176.34,145952.409,189231.702,82133.445,29780.649,63693.666,115361.631,166527.156,82271.259,214091.712,126327.798,47114.388,1283387.343,132949.758
HMDB13336,3-hydroxyhexadecanoylcarnitine,204792.483,468085.008,352333.134,304204.914,55732.833,28800.357,288191.274,294171.585,124846.908,327880.815,21351.681,218634.969,431050.917,408397.233,411307.146,244037.676,88692.063,65631.408
HMDB06210,heptadecanoyl carnitine,407752.335,620603.541,259193.388,429087.93,139067.37,256309.791,224793.036,397899.99,265992.543,413804.877,94826.055,140674.308,371037.198,325865.022,351874.347,335877.081,325331.982,189140.502
HMDB00848,stearoylcarnitine,2617918.716,3674376.897,1555998.252,2735076.249,846655.956,1105647.681,896095.563,848492.13,1437984.081,1843678.449,755819.079,668820.525,1376847.669,2056598.316,2394491.004,1502331.279,1166453.019,1010183.019
HMDB60158,Tetracosatetraenoyl carnitine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDB05066,tetradecanoyl carnitine(myristoyl carnitine),3890579.763,6608203.779,3355801.575,3712833.498,1266910.704,2174532.384,3368690.565,4362086.319,2180133.432,13427138.32,1035750.831,3538885.44,2994530.541,5225348.667,3689045.868,4544776.2,2392698.018,2064705.552
HMDB06317,trans-Hexadec-2-enoyl carnitine,3571989.264,6833976.519,3824718.126,4065660.78,1647772.347,1945451.967,5523060.729,5536532.571,2765104.173,13530008.08,1471114.578,3934276.35,2603994.669,6274137.252,3757765.062,3422880.849,3100169.961,1899933.369
HMDB06319,alpha-linolenyl carnitine/gamma-linolenyl carnitine,1664405.718,1518704.913,904384.83,1238644.695,261750.177,715994.103,508098.555,585236.856,504165.843,2341743.654,624435.144,613863.372,642622.407,1765607.445,439622.175,826807.485,1235758.65,386832.453
HMDB06469,Linoleyl carnitine/Linoelaidyl carnitine,20774724.56,21525675.38,8112231.309,14211206.4,3601697.661,7562032.185,6054508.056,6282607.26,5819701.599,15239721.66,6354043.905,4841165.283,5680521.858,19953471.75,5728742.448,13916492.72,16870977.56,2386422.9
HMDB06464,Elaidic carnitine/Vaccenyl carnitine,19935331.7,33627702.48,13324709.3,19523771.25,6399023.646,9181237.485,16536771.37,14385346.64,11097158.35,23748713.38,8452134.564,9560134.275,11612125.9,22660656.29,10663063.96,21417810.79,19414718.61,5537398.608
HMDB02250,lauroyl carnitine,3725970.243,14009031.84,7868691.132,6073399.251,3253097.19,2368505.766,5449464.117,9699343.218,2967132.588,9580616.034,1296698.313,13024698.99,3201348.672,18662068.26,6931024.449,8840540.199,3342424.413,2549873.706
HMDB60253,1-methylpyrrolinium,16121060.96,15889722.48,13657584.74,14385897.52,14456460.58,14976133.82,14821846.81,13959347.69,12611742.52,10807048.82,11841666.61,15228635.99,14821425.23,15022373.47,15938902.5,13900513.26,12151158.37,12275842.09
HMDB00123,glycine,154932619,91563190.84,77167288.19,76352252.32,116219009.8,74593290.86,116977623.1,121692210.4,163655819,149499934.9,122787727.3,54047934.16,71841999.64,79407289.97,165519246.6,80676354.43,159459837.4,91770145.13
HMDB00271,sarcosine,1240540905,840575385.6,960393662.1,904911118,848727458.3,504164589.7,773617090.2,945173884.9,929940832.2,788436365,502134552.9,514286932.2,1031526417,786363197.1,1101145298,592206528.9,951114244.4,713666142.1
HMDB00925,Trimethylamine N-oxide,56028584.05,106772672.9,156834253.1,370298724.5,68378596.13,185354600.7,570679443.1,59991567.4,248148949.3,37230042.16,115720287.8,124605368.5,392769325.2,459771522.8,102502242.7,275037894.1,236664190.5,99808574.49
HMDB02005,Methionine sulfoxide,6319693.02,4613861.127,4456887.504,8811836.484,4628146.611,5530009.719,4862235.957,4779337.422,4793035.698,4962398.187,3578096.772,3430908.543,7129136.466,3793852.506,4192867.584,5967279.987,23189683.37,5047554.246